Age,Embarked,Fare,Parch,Pclass,Sex,SibSp,Survived,Ticket,family_size,average_Fare
17.0,S,7.125,0,3,male,0,0.0,S,1,7.125
50.0,S,55.9,0,1,male,1,0.0,U,2,27.95
14.0,S,120.0,2,1,female,1,1.0,U,4,30.0
21.0,S,34.375,2,3,female,2,0.0,W,5,6.875
24.0,S,18.75,3,2,female,2,1.0,U,6,3.125
64.0,S,263.0,4,1,male,1,0.0,U,6,43.833333333333336
31.0,S,10.5,0,2,male,0,0.0,C,1,10.5
45.0,S,26.25,1,2,female,1,1.0,F,3,8.75
20.0,S,9.5,0,3,male,0,0.0,U,1,9.5
25.0,S,7.775,0,3,male,1,0.0,U,2,3.8875
28.0,S,13.0,0,2,female,0,1.0,U,1,13.0
29.881137667304014,S,8.1125,0,3,male,0,1.0,U,1,8.1125
4.0,S,81.8583,2,1,male,0,1.0,U,3,27.2861
13.0,S,19.5,1,2,female,0,1.0,U,2,9.75
34.0,S,26.55,0,1,male,0,1.0,U,1,26.55
5.0,C,19.2583,1,3,female,2,1.0,U,4,4.814575
52.0,S,30.5,0,1,male,0,1.0,U,1,30.5
36.0,S,27.75,2,2,male,1,0.0,C,4,6.9375
29.881137667304014,S,19.9667,0,3,male,1,0.0,U,2,9.98335
30.0,C,27.75,0,1,male,0,0.0,U,1,27.75
49.0,C,89.1042,0,1,male,1,1.0,U,2,44.5521
29.881137667304014,S,8.05,0,3,male,0,0.0,A,1,8.05
29.0,C,7.8958,0,3,male,0,1.0,U,1,7.8958
65.0,S,26.55,0,1,male,0,0.0,U,1,26.55
29.881137667304014,S,51.8625,0,1,female,1,1.0,U,2,25.93125
50.0,S,10.5,0,2,female,0,1.0,F,1,10.5
29.881137667304014,Q,7.75,0,3,male,0,0.0,U,1,7.75
48.0,S,26.55,0,1,male,0,1.0,U,1,26.55
34.0,S,8.05,0,3,male,0,0.0,U,1,8.05
47.0,S,38.5,0,1,male,0,0.0,U,1,38.5
48.0,S,13.0,0,2,male,0,0.0,U,1,13.0
29.881137667304014,S,8.05,0,3,male,0,0.0,A,1,8.05
38.0,S,7.05,0,3,male,0,0.0,S,1,7.05
29.881137667304014,S,0.0,0,2,male,0,0.0,U,1,0.0
56.0,S,26.55,0,1,male,0,0.0,U,1,26.55
29.881137667304014,Q,7.725,0,3,male,0,0.0,U,1,7.725
0.75,C,19.2583,1,3,female,2,1.0,U,4,4.814575
29.881137667304014,S,7.25,0,3,male,0,0.0,U,1,7.25
38.0,S,8.6625,0,3,male,0,0.0,U,1,8.6625
33.0,S,27.75,2,2,female,1,1.0,C,4,6.9375
23.0,C,13.7917,0,2,female,0,1.0,S,1,13.7917
22.0,S,9.8375,0,3,female,0,0.0,U,1,9.8375
29.881137667304014,S,52.0,0,1,male,0,0.0,U,1,52.0
34.0,S,21.0,0,2,male,1,0.0,U,2,10.5
29.0,S,7.0458,0,3,male,1,0.0,U,2,3.5229
22.0,S,7.5208,0,3,male,0,0.0,U,1,7.5208
2.0,S,12.2875,1,3,female,0,1.0,U,2,6.14375
9.0,S,46.9,2,3,male,5,0.0,C,8,5.8625
29.881137667304014,S,0.0,0,2,male,0,0.0,U,1,0.0
50.0,S,8.05,0,3,male,0,0.0,A,1,8.05
63.0,S,9.5875,0,3,female,0,1.0,U,1,9.5875
25.0,C,91.0792,0,1,male,1,1.0,U,2,45.5396
29.881137667304014,S,25.4667,1,3,female,3,0.0,U,5,5.0933399999999995
35.0,S,90.0,0,1,female,1,1.0,U,2,45.0
58.0,C,29.7,0,1,male,0,0.0,U,1,29.7
30.0,S,8.05,0,3,male,0,0.0,A,1,8.05
9.0,S,15.9,1,3,male,1,1.0,C,3,5.3
29.881137667304014,S,19.9667,0,3,male,1,0.0,U,2,9.98335
21.0,S,7.25,0,3,male,0,0.0,S,1,7.25
55.0,S,30.5,0,1,male,0,0.0,U,1,30.5
71.0,C,49.5042,0,1,male,0,0.0,P,1,49.5042
21.0,S,8.05,0,3,male,0,0.0,A,1,8.05
29.881137667304014,C,14.4583,0,3,male,0,0.0,U,1,14.4583
54.0,C,78.2667,0,1,female,1,1.0,U,2,39.13335
29.881137667304014,S,15.1,0,3,male,0,0.0,C,1,15.1
25.0,S,151.55,2,1,female,1,0.0,U,4,37.8875
24.0,S,7.7958,0,3,male,0,0.0,U,1,7.7958
17.0,S,8.6625,0,3,male,0,0.0,U,1,8.6625
21.0,Q,7.75,0,3,female,0,0.0,U,1,7.75
29.881137667304014,Q,7.6292,0,3,female,0,0.0,U,1,7.6292
37.0,S,9.5875,0,3,female,0,0.0,U,1,9.5875
16.0,S,86.5,0,1,female,0,1.0,U,1,86.5
18.0,C,108.9,0,1,male,1,0.0,P,2,54.45
33.0,S,26.0,2,2,female,0,1.0,U,3,8.666666666666666
29.881137667304014,S,26.55,0,1,male,0,1.0,U,1,26.55
28.0,S,22.525,0,3,male,0,0.0,C,1,22.525
26.0,S,56.4958,0,3,male,0,1.0,U,1,56.4958
29.0,Q,7.75,0,3,male,0,1.0,U,1,7.75
29.881137667304014,S,8.05,0,3,male,0,0.0,S,1,8.05
36.0,S,26.2875,0,1,male,0,1.0,P,1,26.2875
54.0,C,59.4,0,1,female,1,1.0,P,2,29.7
24.0,S,7.4958,0,3,male,0,0.0,U,1,7.4958
47.0,S,34.0208,0,1,male,0,0.0,U,1,34.0208
34.0,S,10.5,0,2,female,0,1.0,C,1,10.5
29.881137667304014,Q,24.15,0,3,male,0,0.0,U,1,24.15
36.0,S,26.0,0,2,female,1,1.0,U,2,13.0
32.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
30.0,S,93.5,0,1,female,0,1.0,U,1,93.5
22.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,C,7.225,0,3,male,0,0.0,U,1,7.225
44.0,C,57.9792,1,1,female,0,1.0,U,2,28.9896
29.881137667304014,C,7.2292,0,3,male,0,0.0,U,1,7.2292
40.5,Q,7.75,0,3,male,0,0.0,U,1,7.75
50.0,S,10.5,0,2,female,0,1.0,W,1,10.5
29.881137667304014,S,221.7792,0,1,male,0,0.0,P,1,221.7792
39.0,S,7.925,0,3,male,0,0.0,U,1,7.925
23.0,S,11.5,1,2,male,2,0.0,U,4,2.875
2.0,S,26.0,1,2,female,1,1.0,U,3,8.666666666666666
29.881137667304014,C,7.2292,0,3,male,0,0.0,U,1,7.2292
17.0,C,7.2292,1,3,male,1,0.0,U,3,2.409733333333333
29.881137667304014,C,22.3583,2,3,female,0,1.0,U,3,7.452766666666666
30.0,S,8.6625,0,3,female,0,0.0,U,1,8.6625
7.0,S,26.25,2,2,female,0,1.0,F,3,8.75
45.0,S,26.55,0,1,male,0,0.0,U,1,26.55
30.0,C,106.425,0,1,female,0,1.0,P,1,106.425
29.881137667304014,S,14.5,0,3,male,0,0.0,U,1,14.5
22.0,C,49.5,2,1,female,0,1.0,U,3,16.5
36.0,S,71.0,2,1,female,0,1.0,W,3,23.666666666666668
9.0,S,31.275,2,3,female,4,0.0,U,7,4.4678571428571425
11.0,S,31.275,2,3,female,4,0.0,U,7,4.4678571428571425
32.0,S,26.0,0,2,male,1,1.0,U,2,13.0
50.0,C,106.425,0,1,male,1,0.0,P,2,53.2125
64.0,S,26.0,0,1,male,0,0.0,U,1,26.0
19.0,S,26.0,0,2,female,1,1.0,U,2,13.0
29.881137667304014,C,13.8625,0,2,male,0,1.0,S,1,13.8625
33.0,S,20.525,1,3,male,1,0.0,U,3,6.841666666666666
8.0,S,36.75,1,2,male,1,1.0,C,3,12.25
17.0,C,110.8833,2,1,male,0,1.0,U,3,36.9611
27.0,S,26.0,0,2,male,0,0.0,U,1,26.0
29.881137667304014,Q,7.8292,0,3,male,0,0.0,U,1,7.8292
22.0,C,7.225,0,3,male,0,1.0,U,1,7.225
22.0,S,7.775,0,3,female,0,1.0,U,1,7.775
62.0,S,26.55,0,1,male,0,0.0,U,1,26.55
48.0,C,39.6,0,1,female,1,1.0,U,2,19.8
29.881137667304014,C,227.525,0,1,male,0,0.0,P,1,227.525
39.0,S,79.65,1,1,female,1,1.0,U,3,26.55
36.0,S,17.4,0,3,female,1,1.0,U,2,8.7
29.881137667304014,Q,7.75,0,3,male,0,0.0,U,1,7.75
40.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
28.0,S,13.5,0,2,male,0,0.0,U,1,13.5
29.881137667304014,S,8.05,0,3,male,0,0.0,S,1,8.05
29.881137667304014,S,8.05,0,3,female,0,0.0,S,1,8.05
24.0,S,24.15,0,3,male,2,0.0,A,3,8.049999999999999
19.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.0,S,21.075,4,3,female,0,0.0,U,5,4.215
29.881137667304014,C,7.2292,0,3,male,0,0.0,U,1,7.2292
32.0,S,7.8542,0,3,male,0,1.0,U,1,7.8542
62.0,S,10.5,0,2,male,0,1.0,S,1,10.5
53.0,S,51.4792,0,1,female,2,1.0,U,3,17.15973333333333
36.0,S,26.3875,0,1,male,0,1.0,P,1,26.3875
29.881137667304014,Q,7.75,0,3,female,0,1.0,U,1,7.75
16.0,S,8.05,0,3,male,0,0.0,A,1,8.05
19.0,S,14.5,0,3,male,0,0.0,U,1,14.5
34.0,S,13.0,0,2,female,0,1.0,U,1,13.0
39.0,S,55.9,0,1,female,1,1.0,U,2,27.95
29.881137667304014,C,14.4583,0,3,female,1,0.0,U,2,7.22915
32.0,S,7.925,0,3,male,0,1.0,S,1,7.925
25.0,S,30.0,1,2,female,1,1.0,U,3,10.0
39.0,C,110.8833,1,1,female,1,1.0,U,3,36.9611
54.0,S,26.0,0,2,male,0,0.0,U,1,26.0
36.0,C,40.125,0,1,male,0,0.0,U,1,40.125
29.881137667304014,C,8.7125,0,3,male,0,0.0,U,1,8.7125
18.0,S,79.65,2,1,female,0,1.0,U,3,26.55
47.0,S,15.0,0,2,male,0,0.0,U,1,15.0
60.0,C,79.2,1,1,male,1,1.0,U,3,26.400000000000002
22.0,S,8.05,0,3,male,0,0.0,U,1,8.05
29.881137667304014,S,8.05,0,3,male,0,0.0,A,1,8.05
35.0,S,7.125,0,3,male,0,0.0,S,1,7.125
52.0,C,78.2667,0,1,female,1,1.0,U,2,39.13335
47.0,S,7.25,0,3,male,0,0.0,A,1,7.25
29.881137667304014,Q,7.75,2,3,female,0,0.0,U,3,2.5833333333333335
37.0,S,26.0,0,2,male,1,0.0,S,2,13.0
36.0,S,24.15,1,3,male,1,0.0,U,3,8.049999999999999
29.881137667304014,S,33.0,0,2,female,0,1.0,U,1,33.0
49.0,S,0.0,0,3,male,0,0.0,L,1,0.0
29.881137667304014,C,7.225,0,3,male,0,0.0,U,1,7.225
49.0,C,56.9292,0,1,male,1,1.0,P,2,28.4646
24.0,S,27.0,1,2,female,2,1.0,U,4,6.75
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,S,42.4,0,1,male,0,0.0,U,1,42.4
44.0,S,8.05,0,3,male,0,0.0,U,1,8.05
35.0,C,26.55,0,1,male,0,1.0,U,1,26.55
36.0,S,15.55,0,3,male,1,0.0,U,2,7.775
30.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
27.0,S,30.5,0,1,male,0,1.0,U,1,30.5
22.0,C,41.5792,2,2,female,1,1.0,S,4,10.3948
40.0,S,153.4625,0,1,female,0,1.0,P,1,153.4625
39.0,S,31.275,5,3,female,1,0.0,U,7,4.4678571428571425
29.881137667304014,S,7.05,0,3,male,0,0.0,S,1,7.05
29.881137667304014,Q,15.5,0,3,female,1,1.0,U,2,7.75
29.881137667304014,Q,7.75,0,3,male,0,0.0,U,1,7.75
35.0,S,8.05,0,3,male,0,0.0,U,1,8.05
24.0,S,65.0,2,2,female,1,1.0,U,4,16.25
34.0,S,14.4,1,3,male,1,0.0,U,3,4.8
26.0,S,16.1,0,3,female,1,0.0,A,2,8.05
4.0,S,39.0,1,2,female,2,1.0,U,4,9.75
26.0,S,10.5,0,2,male,0,0.0,U,1,10.5
27.0,C,14.4542,0,3,male,1,0.0,U,2,7.2271
42.0,S,52.5542,0,1,male,1,1.0,U,2,26.2771
20.0,C,15.7417,1,3,male,1,1.0,U,3,5.247233333333333
21.0,S,7.8542,0,3,male,0,0.0,U,1,7.8542
21.0,S,16.1,0,3,male,0,0.0,U,1,16.1
61.0,S,32.3208,0,1,male,0,0.0,U,1,32.3208
57.0,Q,12.35,0,2,male,0,0.0,U,1,12.35
21.0,S,77.9583,0,1,female,0,1.0,U,1,77.9583
26.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,Q,7.7333,0,3,male,0,0.0,U,1,7.7333
80.0,S,30.0,0,1,male,0,1.0,U,1,30.0
51.0,S,7.0542,0,3,male,0,0.0,U,1,7.0542
32.0,C,30.5,0,1,male,0,1.0,U,1,30.5
29.881137667304014,S,0.0,0,1,male,0,0.0,U,1,0.0
9.0,S,27.9,2,3,female,3,0.0,U,6,4.6499999999999995
28.0,S,13.0,0,2,female,0,1.0,U,1,13.0
32.0,S,7.925,0,3,male,0,0.0,S,1,7.925
31.0,S,26.25,1,2,male,1,0.0,C,3,8.75
41.0,S,39.6875,5,3,female,0,0.0,U,6,6.614583333333333
29.881137667304014,S,16.1,0,3,male,1,0.0,U,2,8.05
20.0,S,7.8542,0,3,male,0,0.0,U,1,7.8542
24.0,C,69.3,0,1,female,0,1.0,P,1,69.3
2.0,S,27.9,2,3,female,3,0.0,U,6,4.6499999999999995
29.881137667304014,S,56.4958,0,3,male,0,1.0,U,1,56.4958
0.75,C,19.2583,1,3,female,2,1.0,U,4,4.814575
48.0,C,76.7292,0,1,male,1,1.0,P,2,38.3646
19.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
56.0,C,35.5,0,1,male,0,1.0,U,1,35.5
29.881137667304014,S,7.55,0,3,male,0,0.0,S,1,7.55
23.0,S,7.55,0,3,female,0,1.0,C,1,7.55
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
18.0,S,23.0,1,2,female,0,1.0,U,2,11.5
21.0,S,8.4333,0,3,male,0,0.0,U,1,8.4333
29.881137667304014,Q,7.8292,0,3,female,0,1.0,U,1,7.8292
18.0,Q,6.75,0,3,female,0,0.0,U,1,6.75
24.0,S,73.5,0,2,male,2,0.0,S,3,24.5
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
32.0,Q,15.5,1,3,female,1,0.0,U,3,5.166666666666667
23.0,S,13.0,0,2,male,0,0.0,U,1,13.0
58.0,C,113.275,2,1,male,0,0.0,U,3,37.75833333333333
50.0,S,133.65,0,1,male,2,1.0,P,3,44.550000000000004
40.0,C,7.225,0,3,male,0,0.0,U,1,7.225
47.0,S,25.5875,0,1,male,0,0.0,U,1,25.5875
36.0,S,7.4958,0,3,male,0,0.0,U,1,7.4958
20.0,S,7.925,0,3,male,1,1.0,S,2,3.9625
32.0,S,73.5,0,2,male,2,0.0,S,3,24.5
25.0,S,13.0,0,2,male,0,0.0,U,1,13.0
29.881137667304014,S,7.775,0,3,male,0,0.0,U,1,7.775
43.0,S,8.05,0,3,male,0,0.0,A,1,8.05
29.881137667304014,S,52.0,0,1,female,1,1.0,U,2,26.0
40.0,S,39.0,1,2,female,1,1.0,U,3,13.0
31.0,S,52.0,0,1,male,1,0.0,F,2,26.0
70.0,S,10.5,0,2,male,0,0.0,C,1,10.5
31.0,S,13.0,0,2,male,0,1.0,U,1,13.0
29.881137667304014,S,0.0,0,2,male,0,0.0,U,1,0.0
18.0,S,7.775,0,3,male,0,0.0,U,1,7.775
24.5,S,8.05,0,3,male,0,0.0,U,1,8.05
18.0,S,9.8417,0,3,female,0,1.0,U,1,9.8417
43.0,S,46.9,6,3,female,1,0.0,C,8,5.8625
36.0,C,512.3292,1,1,male,0,1.0,P,2,256.1646
29.881137667304014,Q,8.1375,0,3,female,0,0.0,U,1,8.1375
27.0,C,76.7292,0,1,male,0,1.0,P,1,76.7292
20.0,S,9.225,0,3,male,0,0.0,U,1,9.225
14.0,S,46.9,2,3,male,5,0.0,C,8,5.8625
60.0,S,39.0,1,2,male,1,0.0,U,3,13.0
25.0,C,41.5792,2,2,male,1,0.0,S,4,10.3948
14.0,S,39.6875,1,3,male,4,0.0,U,6,6.614583333333333
19.0,S,10.1708,0,3,male,0,0.0,U,1,10.1708
18.0,S,7.7958,0,3,male,0,0.0,U,1,7.7958
15.0,S,211.3375,1,1,female,0,1.0,U,2,105.66875
31.0,S,57.0,0,1,male,1,1.0,U,2,28.5
4.0,C,13.4167,1,3,female,0,1.0,U,2,6.70835
29.881137667304014,S,56.4958,0,3,male,0,1.0,U,1,56.4958
25.0,C,7.225,0,3,male,0,0.0,U,1,7.225
60.0,S,26.55,0,1,male,0,0.0,U,1,26.55
52.0,S,13.5,0,2,male,0,0.0,U,1,13.5
44.0,S,8.05,0,3,male,0,0.0,U,1,8.05
29.881137667304014,Q,7.7333,0,3,female,0,1.0,U,1,7.7333
49.0,C,110.8833,1,1,male,1,0.0,U,3,36.9611
42.0,S,7.65,0,3,male,0,0.0,U,1,7.65
18.0,C,227.525,0,1,female,1,1.0,P,2,113.7625
35.0,S,26.2875,0,1,male,0,1.0,P,1,26.2875
18.0,C,14.4542,1,3,female,0,0.0,U,2,7.2271
25.0,Q,7.7417,0,3,male,0,0.0,U,1,7.7417
26.0,S,7.8542,0,3,male,1,0.0,U,2,3.9271
39.0,S,26.0,0,2,male,0,0.0,U,1,26.0
45.0,S,13.5,0,2,female,0,1.0,U,1,13.5
42.0,S,26.2875,0,1,male,0,1.0,P,1,26.2875
22.0,S,151.55,0,1,female,0,1.0,U,1,151.55
29.881137667304014,C,15.2458,1,3,male,1,1.0,U,3,5.081933333333333
24.0,C,49.5042,0,1,female,0,1.0,P,1,49.5042
29.881137667304014,S,26.55,0,1,male,0,0.0,U,1,26.55
48.0,S,52.0,0,1,male,1,1.0,U,2,26.0
29.0,S,9.4833,0,3,male,0,0.0,U,1,9.4833
52.0,S,13.0,0,2,male,0,0.0,U,1,13.0
19.0,S,7.65,0,3,male,0,0.0,U,1,7.65
38.0,C,227.525,0,1,female,0,1.0,P,1,227.525
27.0,S,10.5,0,2,female,0,1.0,U,1,10.5
29.881137667304014,Q,15.5,0,3,male,0,0.0,U,1,15.5
33.0,S,7.775,0,3,male,0,0.0,U,1,7.775
6.0,S,33.0,1,2,female,0,1.0,U,2,16.5
17.0,S,7.0542,0,3,male,1,0.0,U,2,3.5271
34.0,S,13.0,0,2,male,0,0.0,U,1,13.0
50.0,S,13.0,0,2,male,0,0.0,U,1,13.0
27.0,S,53.1,0,1,male,1,1.0,U,2,26.55
20.0,S,8.6625,0,3,male,0,0.0,U,1,8.6625
30.0,S,21.0,0,2,female,3,1.0,U,4,5.25
29.881137667304014,Q,7.7375,0,3,female,0,1.0,U,1,7.7375
25.0,S,26.0,0,2,male,1,0.0,U,2,13.0
25.0,S,7.925,0,3,female,1,0.0,S,2,3.9625
29.0,S,211.3375,0,1,female,0,1.0,U,1,211.3375
11.0,C,18.7875,0,3,male,0,0.0,U,1,18.7875
29.881137667304014,S,0.0,0,2,male,0,0.0,U,1,0.0
23.0,S,13.0,0,2,male,0,0.0,U,1,13.0
23.0,S,13.0,0,2,male,0,0.0,U,1,13.0
28.5,S,16.1,0,3,male,0,0.0,U,1,16.1
48.0,S,34.375,3,3,female,1,0.0,W,5,6.875
35.0,C,512.3292,0,1,male,0,1.0,P,1,512.3292
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,S,7.8958,0,3,male,0,0.0,U,1,7.8958
29.881137667304014,S,30.0,0,1,male,0,1.0,U,1,30.0
36.0,S,78.85,0,1,male,1,0.0,U,2,39.425
21.0,C,262.375,2,1,female,2,1.0,P,5,52.475
24.0,S,16.1,0,3,male,1,0.0,U,2,8.05
31.0,S,7.925,0,3,male,0,1.0,S,1,7.925
70.0,S,71.0,1,1,male,1,0.0,W,3,23.666666666666668
16.0,S,20.25,1,3,male,1,0.0,C,3,6.75
30.0,S,13.0,0,2,female,0,1.0,U,1,13.0
19.0,S,53.1,0,1,male,1,0.0,U,2,26.55
31.0,Q,7.75,0,3,male,0,0.0,U,1,7.75
4.0,S,23.0,1,2,female,1,1.0,U,3,7.666666666666667
6.0,S,12.475,1,3,male,0,1.0,U,2,6.2375
33.0,S,9.5,0,3,male,0,0.0,U,1,9.5
23.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
48.0,S,65.0,2,2,female,1,1.0,U,4,16.25
0.67,S,14.5,1,2,male,1,1.0,U,3,4.833333333333333
28.0,S,7.7958,0,3,male,0,0.0,U,1,7.7958
18.0,S,11.5,0,2,male,0,0.0,U,1,11.5
34.0,S,8.05,0,3,male,0,0.0,U,1,8.05
33.0,S,86.5,0,1,female,0,1.0,U,1,86.5
29.881137667304014,S,14.5,0,3,male,0,0.0,U,1,14.5
41.0,S,7.125,0,3,male,0,0.0,S,1,7.125
20.0,C,7.2292,0,3,male,0,1.0,U,1,7.2292
36.0,S,120.0,2,1,female,1,1.0,U,4,30.0
16.0,S,7.775,0,3,male,0,0.0,U,1,7.775
51.0,S,77.9583,0,1,female,1,1.0,U,2,38.97915
29.881137667304014,C,39.6,0,1,male,0,0.0,U,1,39.6
30.5,Q,7.75,0,3,female,0,0.0,U,1,7.75
29.881137667304014,Q,24.15,0,3,male,1,0.0,U,2,12.075
32.0,S,8.3625,0,3,male,0,0.0,U,1,8.3625
24.0,S,9.5,0,3,male,0,0.0,U,1,9.5
48.0,S,7.8542,0,3,male,0,0.0,U,1,7.8542
57.0,S,10.5,0,2,female,0,0.0,S,1,10.5
29.881137667304014,C,7.225,0,3,male,0,0.0,U,1,7.225
54.0,S,23.0,3,2,female,1,1.0,U,5,4.6
18.0,S,7.75,0,3,male,0,0.0,U,1,7.75
29.881137667304014,Q,7.75,0,3,male,0,0.0,U,1,7.75
5.0,S,12.475,0,3,female,0,1.0,U,1,12.475
29.881137667304014,Q,7.7375,0,3,male,0,0.0,U,1,7.7375
43.0,S,211.3375,1,1,female,0,1.0,U,2,105.66875
13.0,C,7.2292,0,3,female,0,1.0,U,1,7.2292
17.0,S,57.0,0,1,female,1,1.0,U,2,28.5
29.0,S,30.0,0,1,male,0,0.0,U,1,30.0
29.881137667304014,S,23.45,2,3,male,1,0.0,W,4,5.8625
25.0,S,7.05,0,3,male,0,0.0,S,1,7.05
25.0,S,7.25,0,3,male,0,0.0,U,1,7.25
18.0,S,7.4958,0,3,female,0,1.0,U,1,7.4958
8.0,Q,29.125,1,3,male,4,0.0,U,6,4.854166666666667
1.0,S,20.575,2,3,male,1,1.0,C,4,5.14375
46.0,C,79.2,0,1,male,0,0.0,P,1,79.2
29.881137667304014,Q,7.75,0,3,male,0,0.0,U,1,7.75
16.0,S,26.0,0,2,male,0,0.0,U,1,26.0
29.881137667304014,S,69.55,2,3,female,8,0.0,C,11,6.322727272727272
29.881137667304014,C,30.6958,0,1,male,0,0.0,P,1,30.6958
25.0,S,7.8958,0,3,male,0,0.0,U,1,7.8958
39.0,S,13.0,0,2,male,0,0.0,U,1,13.0
49.0,S,25.9292,0,1,female,0,1.0,U,1,25.9292
31.0,S,8.6833,0,3,female,0,1.0,U,1,8.6833
30.0,C,7.2292,0,3,male,0,0.0,U,1,7.2292
30.0,S,24.15,1,3,female,1,0.0,U,3,8.049999999999999
34.0,S,13.0,0,2,male,0,0.0,U,1,13.0
31.0,S,26.25,1,2,female,1,1.0,C,3,8.75
11.0,S,120.0,2,1,male,1,1.0,U,4,30.0
0.42,C,8.5167,1,3,male,0,1.0,U,2,4.25835
27.0,S,6.975,0,3,male,0,1.0,U,1,6.975
31.0,S,7.775,0,3,male,0,0.0,U,1,7.775
39.0,S,0.0,0,1,male,0,0.0,U,1,0.0
18.0,S,7.775,0,3,female,0,0.0,U,1,7.775
39.0,S,13.0,0,2,male,0,0.0,U,1,13.0
33.0,S,53.1,0,1,female,1,1.0,U,2,26.55
26.0,S,7.8875,0,3,male,0,0.0,U,1,7.8875
39.0,S,24.15,0,3,male,0,0.0,A,1,24.15
35.0,S,10.5,0,2,male,0,0.0,U,1,10.5
6.0,S,31.275,2,3,female,4,0.0,U,7,4.4678571428571425
30.5,S,8.05,0,3,male,0,0.0,U,1,8.05
29.881137667304014,S,0.0,0,1,male,0,0.0,U,1,0.0
23.0,S,7.925,0,3,female,0,0.0,S,1,7.925
31.0,C,37.0042,1,2,male,1,0.0,S,3,12.334733333333332
43.0,S,6.45,0,3,male,0,0.0,C,1,6.45
10.0,S,27.9,2,3,male,3,0.0,U,6,4.6499999999999995
52.0,S,93.5,1,1,female,1,1.0,U,3,31.166666666666668
27.0,S,8.6625,0,3,male,0,1.0,U,1,8.6625
38.0,S,0.0,0,1,male,0,0.0,U,1,0.0
27.0,S,12.475,1,3,female,0,1.0,U,2,6.2375
2.0,S,39.6875,1,3,male,4,0.0,U,6,6.614583333333333
29.881137667304014,Q,6.95,0,3,male,0,0.0,U,1,6.95
29.881137667304014,S,56.4958,0,3,male,0,0.0,U,1,56.4958
1.0,C,37.0042,2,2,male,0,1.0,S,3,12.334733333333332
29.881137667304014,Q,7.75,0,3,male,0,1.0,U,1,7.75
62.0,S,80.0,0,1,female,0,1.0,U,1,80.0
15.0,C,14.4542,0,3,female,1,1.0,U,2,7.2271
0.83,S,18.75,1,2,male,1,1.0,U,3,6.25
29.881137667304014,C,7.2292,0,3,male,0,0.0,U,1,7.2292
23.0,S,7.8542,0,3,male,0,0.0,U,1,7.8542
18.0,S,8.3,0,3,male,0,0.0,U,1,8.3
39.0,C,83.1583,1,1,female,1,1.0,P,3,27.71943333333333
21.0,S,8.6625,0,3,male,0,0.0,U,1,8.6625
29.881137667304014,S,8.05,0,3,male,0,0.0,U,1,8.05
32.0,S,56.4958,0,3,male,0,1.0,U,1,56.4958
29.881137667304014,C,29.7,0,1,male,0,1.0,U,1,29.7
20.0,S,7.925,0,3,male,0,0.0,S,1,7.925
16.0,S,10.5,0,2,male,0,0.0,S,1,10.5
30.0,C,31.0,0,1,female,0,1.0,U,1,31.0
34.5,C,6.4375,0,3,male,0,0.0,U,1,6.4375
17.0,S,8.6625,0,3,male,0,0.0,U,1,8.6625
42.0,S,7.55,0,3,male,0,0.0,C,1,7.55
29.881137667304014,S,69.55,2,3,male,8,0.0,C,11,6.322727272727272
35.0,C,7.8958,0,3,male,0,0.0,U,1,7.8958
28.0,S,33.0,1,2,male,0,0.0,U,2,16.5
29.881137667304014,C,89.1042,0,1,female,1,1.0,U,2,44.5521
4.0,S,31.275,2,3,male,4,0.0,U,7,4.4678571428571425
74.0,S,7.775,0,3,male,0,0.0,U,1,7.775
9.0,C,15.2458,1,3,female,1,0.0,U,3,5.081933333333333
16.0,S,39.4,1,1,female,0,1.0,P,2,19.7
44.0,S,26.0,0,2,female,1,0.0,U,2,13.0
18.0,S,9.35,1,3,female,0,1.0,U,2,4.675
45.0,S,164.8667,1,1,female,1,1.0,U,3,54.95556666666667
51.0,S,26.55,0,1,male,0,1.0,U,1,26.55
24.0,C,19.2583,3,3,female,0,1.0,U,4,4.814575
29.881137667304014,C,7.2292,0,3,male,0,0.0,U,1,7.2292
41.0,S,14.1083,0,3,male,2,0.0,U,3,4.702766666666666
21.0,S,11.5,0,2,male,1,0.0,U,2,5.75
48.0,S,25.9292,0,1,female,0,1.0,U,1,25.9292
29.881137667304014,S,69.55,2,3,female,8,0.0,C,11,6.322727272727272
24.0,S,13.0,0,2,male,0,0.0,U,1,13.0
42.0,S,13.0,0,2,female,0,1.0,U,1,13.0
27.0,C,13.8583,0,2,female,1,1.0,S,2,6.92915
31.0,S,50.4958,0,1,male,0,0.0,P,1,50.4958
29.881137667304014,S,9.5,0,3,male,0,0.0,U,1,9.5
